CRIM;ZN;INDUS;CHAS;NOX;RM;AGE;DIS;RAD;TAX;PT;B;LSTAT;MV
0.217189997;0;10.59000015;1;0.488999993;5.80700016;53.79999924;3.65260005;4;277;18.60000038;390.9400024;16.03000069;22.39999962
0.140520006;0;10.59000015;0;0.488999993;6.375;32.29999924;3.9454;4;277;18.60000038;385.8099976;9.380000114;28.10000038
0.289550006;0;10.59000015;0;0.488999993;5.412000179;9.800000191;3.587500095;4;277;18.60000038;348.9299927;29.54999924;23.70000076
0.198019996;0;10.59000015;0;0.488999993;6.18200016;42.40000153;3.9454;4;277;18.60000038;393.6300049;9.470000267;25
0.045600001;0;13.89000034;1;0.550000012;5.888000011;56;3.112099886;5;276;16.39999962;392.7999878;13.51000023;23.29999924
0.070129998;0;13.89000034;0;0.550000012;6.642000198;85.09999847;3.421099901;5;276;16.39999962;392.7799988;9.68999958;28.70000076
0.110689998;0;13.89000034;1;0.550000012;5.951000214;93.80000305;2.889300108;5;276;16.39999962;396.8999939;17.92000008;21.5
0.114249997;0;13.89000034;1;0.550000012;6.373000145;92.40000153;3.363300085;5;276;16.39999962;393.7399902;10.5;23
0.358090013;0;6.199999809;1;0.507000029;6.951000214;88.5;2.861700058;8;307;17.39999962;391.7000122;9.710000038;26.70000076
0.407709986;0;6.199999809;1;0.507000029;6.164000034;91.30000305;3.048000097;8;307;17.39999962;395.2399902;21.45999908;21.70000076
0.623560011;0;6.199999809;1;0.507000029;6.879000187;77.69999695;3.272099972;8;307;17.39999962;390.3900146;9.930000305;27.5
0.614700019;0;6.199999809;0;0.507000029;6.618000031;80.80000305;3.272099972;8;307;17.39999962;396.8999939;7.599999905;30.10000038
0.315329999;0;6.199999809;0;0.504000008;8.265999794;78.30000305;2.894399881;8;307;17.39999962;385.0499878;4.139999866;44.79999924
0.526929975;0;6.199999809;0;0.504000008;8.725000381;83;2.894399881;8;307;17.39999962;382;4.630000114;50
0.382140011;0;6.199999809;0;0.504000008;8.039999962;86.5;3.215699911;8;307;17.39999962;387.3800049;3.130000114;37.59999847
0.41238001;0;6.199999809;0;0.504000008;7.163000107;79.90000153;3.215699911;8;307;17.39999962;372.0799866;6.360000134;31.60000038
0.298189998;0;6.199999809;0;0.504000008;7.68599987;17;3.375099897;8;307;17.39999962;377.5100098;3.920000076;46.70000076
0.441780001;0;6.199999809;0;0.504000008;6.552000046;21.39999962;3.375099897;8;307;17.39999962;380.3399963;3.75999999;31.5
537;0;6.199999809;0;0.504000008;5.980999947;68.09999847;3.671499968;8;307;17.39999962;378.3500061;11.64999962;24.29999924
0.462960005;0;6.199999809;0;0.504000008;7.412000179;76.90000153;3.671499968;8;307;17.39999962;376.1400146;5.25;31.70000076
0.575290024;0;6.199999809;0;0.507000029;8.336999893;73.30000305;3.838399887;8;307;17.39999962;385.9100037;2.470000029;41.70000076
0.331470013;0;6.199999809;0;0.507000029;8.246999741;70.40000153;3.651900053;8;307;17.39999962;378.9500122;3.950000048;48.29999924
0.447910011;0;6.199999809;1;0.507000029;6.725999832;66.5;3.651900053;8;307;17.39999962;360.2000122;8.050000191;29
0.330449998;0;6.199999809;0;0.507000029;6.085999966;61.5;3.651900053;8;307;17.39999962;376.75;10.88000011;24
0.520579994;0;6.199999809;1;0.507000029;6.631000042;76.5;4.147999763;8;307;17.39999962;388.4500122;9.539999962;25.10000038
0.511829972;0;6.199999809;0;0.507000029;7.357999802;71.59999847;4.147999763;8;307;17.39999962;390.0700073;4.730000019;31.5
0.082439996;30;4.929999828;0;0.428000003;6.480999947;18.5;6.189899921;6;300;16.60000038;379.4100037;6.360000134;23.70000076
0.092519999;30;4.929999828;0;0.428000003;6.605999947;42.20000076;6.189899921;6;300;16.60000038;383.7799988;7.369999886;23.29999924
0.113289997;30;4.929999828;0;0.428000003;6.896999836;54.29999924;6.336100101;6;300;16.60000038;391.25;11.38000011;22
0.106119998;30;4.929999828;0;0.428000003;6.09499979;65.09999847;6.336100101;6;300;16.60000038;394.6199951;12.39999962;20.10000038
0.102899998;30;4.929999828;0;0.428000003;6.357999802;52.90000153;7.03550005;6;300;16.60000038;372.75;11.22000027;22.20000076
0.127570003;30;4.929999828;0;0.428000003;6.393000126;7.800000191;7.03550005;6;300;16.60000038;374.7099915;5.190000057;23.70000076
0.206080005;22;5.860000134;0;0.430999994;5.592999935;76.5;7.954899788;7;330;19.10000038;372.4899902;12.5;17.60000038
0.191330001;22;5.860000134;0;0.430999994;5.605000019;70.19999695;7.954899788;7;330;19.10000038;389.1300049;18.45999908;18.5
0.339830011;22;5.860000134;0;0.430999994;6.107999802;34.90000153;8.055500031;7;330;19.10000038;390.1799927;9.159999847;24.29999924
0.196569994;22;5.860000134;0;0.430999994;6.225999832;79.19999695;8.055500031;7;330;19.10000038;376.1400146;10.14999962;20.5
0.164389998;22;5.860000134;0;0.430999994;6.433000088;49.09999847;7.826499939;7;330;19.10000038;374.7099915;9.520000458;24.5
0.190730006;22;5.860000134;0;0.430999994;6.717999935;17.5;7.826499939;7;330;19.10000038;393.7399902;6.559999943;26.20000076
0.140300006;22;5.860000134;0;0.430999994;6.486999989;13;7.396699905;7;330;19.10000038;396.2799988;5.900000095;24.39999962
0.214090005;22;5.860000134;0;0.430999994;6.438000202;8.899999619;7.396699905;7;330;19.10000038;377.0700073;3.589999914;24.79999924
0.082209997;22;5.860000134;0;0.430999994;6.956999779;6.800000191;8.906700134;7;330;19.10000038;386.0899963;3.529999971;29.60000038
